full_id,osm_id,osm_type,amenity,addr:country,addr:housenumber,addr:postcode,addr:street,ale,brand,brand:wikidata,brand:wikipedia,email,food,name,opening_hours,operator,phone,toilets,toilets:access,website,wheelchair,barrier,changing_table,fee,female,male,addr:city,fhrs:confidence_management,fhrs:hygiene,fhrs:id,fhrs:local_authority_id,fhrs:rating,fhrs:structural,real_ale,source:addr,source:postcode,wikidata,access,layer,operator:type,parking,collection_times,drive_through,post_box:apertures,post_box:type,ref,royal_cypher,floor,toilets:wheelchair,booth,covered,atm:count,level,old_name,cuisine,takeaway,atm,leisure,entrance,post_box:design,post_box:manufacturer,bicycle_parking,capacity,healthcare,addr:housename,ref:pol_id,type,addr:flats,colour,motor_vehicle,fuel:diesel,fuel:lpg,fuel:octane_95,outdoor_seating,fryup,wikipedia,location,recycling:cans,recycling:clothes,recycling:glass_bottles,recycling:paper,recycling:plastic,recycling:plastic_packaging,recycling:shoes,recycling:small_electrical_appliances,recycling_type,denomination,religion,service_times,address,outdoor,number_of,postal_code,door,smoking,collection_plate,collection_times_checked,short_name,official_name,ref:navads,dispensing,capacity:disabled,recycling:glass,man_made,surveillance,recycling:aerosols,drinking_water,branch,contact:phone,contact:website,alt_name,url,disused:amenity,historic_name,diet:vegetarian,source:addr:postcode,description,disused,contact:email,contact:fax,brewery,craft_keg,internet_access,name:en,smoothness,surface,disused:highway,naptan:AtcoCode,naptan:Bearing,naptan:CommonName,naptan:Indicator,naptan:verified,public_transport,tourism,alcohol,payment:american_express,cargo,ferry,network,delivery,old_fhrs:id,old_fhrs:local_authority_id,diet:vegan,internet_access:fee,seating,addr:unit,fax,opening_hours:covid19,shop,mailtypes,theatre:genre,artwork_type,display,support,bicycle,foot,uri,motorcar,motorcycle,contact:facebook,contact:instagram,contact:twitter,crossing,crossing_ref,highway,vending,historic:ref,local,official_ref,authority,authentication:membership_card,start_date,last_collection,backrest,source:ref,fish,meat,organic,vegetables,payment:coins,source:name,air_conditioning,bar,payment:contactless,payment:credit_cards,payment:debit_cards,reservation,diet:dairy_free,diet:lactose_free,diet:meat,diet:organic,payment:cash,source:opening_hours,community_centre:for,max_age,min_age,material,seats,preschool,movable,permanent,cyclestreets_id,addr:floor,designation,check_date:wheelchair,int_name,maxheight,waste_disposal,recycling:cardboard,recycling:waste,recycling:small_appliances,step_count,wheelchair:description,contact:pinterest,payment:mastercard,payment:visa,image,maintenance,source:pkey,bottle,building:levels,real_cider,internet_access:ssid,wifi,old_operator,exit,sport,name:zh,source:position,mapillary,survey:date,natural,payment:notes,centralkey,sanitary_dump_station,sanitary_dump_station:accepted,sanitary_dump_station:basin,sanitary_dump_station:pump-out,waste,waterway,check_date,bench,toilets:disposal,halal,mail:franked,mail:stamped,building:level,diet:kosher,check_date:capacity,socket:tesla_supercharger,tesla:ref,lit,maxstay,payment:telephone_cards,supervised,shisha,unisex,nhs,historic,inscription,memorial,openplaques:id,disused:name,old:opening_hours,stars,disused:addr:postcode,addr:district,park_ride,indoor,waste_type,access:note,cash_in,charge,power_supply,currency:GBP,isced:level,name:es,last_check,name:it,fhrs:authority,operator:wikidata,collection_times:signed,authentication:nfc,authentication:none,authentication:phone_call,authentication:short_message,car,scooter,truck,drink:beer,drink:coffee,drink:tea,drink:wine,note:name,drink:natural_wine,building,healthcare:speciality,name:ro,direction,country,diplomatic,diplomatic:services:non-immigrant_visas,embassy,office,target,addr:interpolation,facebook,instagram,twitter,faces,visibility,website:operator,diet:pescetarian,diet:raw,opening_hours:signed,service:bicycle:pump,service:bicycle:stand,service:bicycle:tools,studio,not:network,language:en,was:amenity,was:network,was:official_ref,service:bicycle:chain_tool,fountain,source:addr:housenumber,socket:type2,charging_station,pedalboat_rental,tfl_id,name:ru,private,public_bookcase:type,building:colour,building:material,roof:levels,currency:others,bus,tickets:public_transport,recycling:aluminium,recycling:beverage_cartons,recycling:books,recycling:cartons,recycling:magazines,recycling:newspaper,recycling:paper_packaging,recycling:plastic_bottles,recycling:scrap_metal,recycling:wood,building:part,diet:halal,bollard,height,voltage,source:addr:website,social_facility,social_facility:for
n783918459,"783918459",node,post_box,,,,,,,,,,,,,Royal Mail,,,,,,,,,,,,,,,,,,,,,,,,,,"Mo-Fr 17:30; Sa 12:00",,,,SW5 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n783918474,"783918474",node,post_box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mo-Fr 09:00, Sa 07:00",,,pillar,SW5 7,VR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n785751715,"785751715",node,post_box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pillar,SW6 53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n785751723,"785751723",node,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n785751734,"785751734",node,doctors,,,,,,,,,,,The Fulham Medical Centre,,,,,,https://www.fulhammedicalcentre.co.uk/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n785751749,"785751749",node,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n785751753,"785751753",node,post_box,,,,,,,,,,,,,Royal Mail,,,,,,,,,,,,,,,,,,,,,,,,,,"Mo-Fr 17:30; Sa 12:00",,,pillar,SW6 43,GVIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n810594192,"810594192",node,bicycle_parking,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,yes,,,,,,,,,,,,,no,,,,,,,,,,,stands,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n810594193,"810594193",node,bicycle_parking,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,yes,,,,,,,,,,,,,no,,,,,,,,,,,stands,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n814136668,"814136668",node,bicycle_rental,,,,,,Santander Cycles,Q807961,en:Santander Cycles,,,George Place Mews,,Serco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"George Place Mews, Marylebone",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tfl_cycle_hire,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH23042,Marylebone,"403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n823341237,"823341237",node,bank,,"417",,North End Road,,Lloyds Bank,Q1152847,en:Lloyds Bank,,,Lloyds Bank,,Lloyds TSB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n823341251,"823341251",node,bank,,"421",,North End Road,,Santander,Q5835668,en:Santander Bank,,,Santander,,Santander,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n823341263,"823341263",node,cafe,,"431",,North End Road,,Costa,Q608845,en:Costa Coffee,,,Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,coffee_shop,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n823341293,"823341293",node,doctors,,"415",,North End Road,,,,,,,Dr China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n823341389,"823341389",node,fast_food,,"411",,North End Road,,Greggs,Q3403981,en:Greggs,,,Greggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sandwich;bakery",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n823375879,"823375879",node,bicycle_rental,,,,,,Santander Cycles,Q807961,en:Santander Cycles,,,Gloucester Road Station,,Serco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gloucester Road Station, South Kensington",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tfl_cycle_hire,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH19049,South Kensington,"405",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n827352072,"827352072",node,post_box,,,,,,,,,,,,,Royal Mail,,,,,,,,,,,,,,,,,,,,,,,,,,"Mo-Fr 18:30; Sa 12:00",,"2",pillar,NW1 34,EIIR,,,,,,,,,,,,,type_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n833722576,"833722576",node,bicycle_rental,,,,,,Santander Cycles,Q807961,en:Santander Cycles,,,Park Road (Baker Street),,Serco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Park Road (Baker Street), The Regent's Park",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tfl_cycle_hire,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH22032,The Regent's Park,"114",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n835975572,"835975572",node,bicycle_rental,,,,,,Santander Cycles,Q807961,en:Santander Cycles,,,De Vere Gardens,,Serco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"De Vere Gardens, Kensington",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tfl_cycle_hire,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH19078,Kensington,"36",The Royal Borough of Kensignton and Chelsea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n835975573,"835975573",node,bicycle_rental,,,,,,Santander Cycles,Q807961,en:Santander Cycles,,,Palace Gate,,Serco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Palace Gate, Kensington Gardens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tfl_cycle_hire,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH17005,Kensington Gardens,"404",The Royal Parks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n835975574,"835975574",node,bicycle_rental,,,,,,Santander Cycles,Q807961,en:Santander Cycles,,,Emperor's Gate,,Serco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Emperor's Gate, South Kensington",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tfl_cycle_hire,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH19077,South Kensington,"128",The Royal Borough of Kensignton and Chelsea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n836785663,"836785663",node,bicycle_rental,,,,,,Santander Cycles,Q807961,en:Santander Cycles,,,Park Lane,,Serco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Park Lane, Hyde Park",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tfl_cycle_hire,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH28035,Hyde Park,"111",,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n836785671,"836785671",node,bicycle_rental,,,,,,Santander Cycles,Q807961,en:Santander Cycles,,,Trebovir Road,,Serco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Trebovir Road, Earl's Court",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tfl_cycle_hire,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH19040,Earl's Court,"158",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n836785673,"836785673",node,bicycle_rental,,,,,,Santander Cycles,Q807961,en:Santander Cycles,,,Collingham Gardens,,Serco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collingham Gardens, Earl's Court",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tfl_cycle_hire,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH19094,Earl's Court,"171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n836785680,"836785680",node,bicycle_rental,,,,,,Santander Cycles,Q807961,en:Santander Cycles,,,Penywern Road,,Serco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Penywern Road, Earl's Court",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tfl_cycle_hire,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH19041,Earl's Court,"37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n836785688,"836785688",node,bicycle_rental,,,,,,Santander Cycles,Q807961,en:Santander Cycles,,,Bramham Gardens,,Serco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bramham Gardens, Earl's Court",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tfl_cycle_hire,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH19093,Earl's Court,"219",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n836785692,"836785692",node,bicycle_rental,,,,,,Santander Cycles,Q807961,en:Santander Cycles,,,Porchester Place,,Serco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Porchester Place, Paddington",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tfl_cycle_hire,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH27006,Paddington,"169",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n836785695,"836785695",node,bicycle_rental,,,,,,Santander Cycles,Q807961,en:Santander Cycles,,,Knaresborough Place,,Serco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Knaresborough Place, Earl's Court",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tfl_cycle_hire,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH19099,Earl's Court,"296",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
